file,count_sound,mean_sound,std_sound,min_sound,25%_sound,50%_sound,75%_sound,max_sound,zScore_sound,count_label,mean_label,std_label,min_label,25%_label,50%_label,75%_label,max_label,zScore_label
cat_pic_1.jpg,5.0,2.7999999999999998,0.83666002653407512,2.0,2.0,3.0,3.0,4.0,-0.20535662016535447,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.82890465803324354
cat_pic_10.jpg,20.0,1.6499999999999999,1.1821033884786183,1.0,1.0,1.0,1.5,4.0,-1.3047226643264354,21.0,2.7619047619047619,1.9210612146613626,1.0,1.0,1.0,5.0,5.0,-2.6168536984051016
cat_pic_11.jpg,5.0,2.3999999999999999,1.6733200530681511,1.0,1.0,2.0,3.0,5.0,-0.58774480943877383,9.0,3.8888888888888888,1.2692955176439846,1.0,4.0,4.0,5.0,5.0,-0.88175551892196335
cat_pic_12.jpg,15.0,2.0666666666666669,1.2227992865708155,1.0,1.0,2.0,2.5,5.0,-0.90640163383328987,12.0,4.416666666666667,0.99620491989562143,2.0,4.0,5.0,5.0,5.0,-0.069191934868239546
cat_pic_2.jpg,20.0,3.2999999999999998,1.1742858972247994,1.0,2.75,3.0,4.0,5.0,0.27262861642641989,21.0,4.9523809523809526,0.21821789023599361,4.0,5.0,5.0,5.0,5.0,0.75559065044944929
cat_pic_5.jpg,5.0,2.7999999999999998,0.83666002653407512,2.0,2.0,3.0,3.0,4.0,-0.20535662016535447,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.82890465803324354
cat_pic_7.jpg,20.0,3.9500000000000002,1.0500626547722607,2.0,3.0,4.0,5.0,5.0,0.89400942399572692,21.0,4.2380952380952381,1.2208506012105615,1.0,4.0,5.0,5.0,5.0,-0.34411946330746962
cat_pic_9.jpg,20.0,4.5999999999999996,0.68055704737872103,3.0,4.0,5.0,5.0,5.0,1.5153902315650332,21.0,4.9523809523809526,0.21821789023599361,4.0,5.0,5.0,5.0,5.0,0.75559065044944929
chain_pic_1.jpg,5.0,2.3999999999999999,1.51657508881031,1.0,1.0,2.0,4.0,4.0,-0.58774480943877383,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.82890465803324354
chain_pic_10.jpg,20.0,3.0,1.4867838833500564,1.0,1.0,3.0,4.0,5.0,-0.01416252552864455,21.0,4.9047619047619051,0.436435780471984,3.0,5.0,5.0,5.0,5.0,0.68227664286565493
chain_pic_11.jpg,15.0,2.7999999999999998,1.61245154965971,1.0,1.0,3.0,4.0,5.0,-0.20535662016535447,12.0,4.083333333333333,1.2401124093721452,2.0,3.0,5.0,5.0,5.0,-0.58238998795480246
chain_pic_3.jpg,20.0,3.2000000000000002,1.2814465510343747,1.0,2.75,3.0,4.0,5.0,0.17703156910806536,21.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.82890465803324354
chain_pic_5.jpg,5.0,4.2000000000000002,1.3038404810405295,2.0,4.0,5.0,5.0,5.0,1.1330020422916141,9.0,4.4444444444444446,0.52704627669473059,4.0,4.0,4.0,5.0,5.0,-0.026425430444359532
chain_pic_8.jpg,20.0,4.1500000000000004,1.2258187382102499,2.0,3.75,5.0,5.0,5.0,1.0852035186324369,21.0,3.9523809523809526,1.0235326314383182,1.0,4.0,4.0,5.0,5.0,-0.78400350881023684
chain_pic_9.jpg,20.0,4.1500000000000004,1.1367080817685318,2.0,3.75,5.0,5.0,5.0,1.0852035186324369,21.0,3.9523809523809526,1.1169686869465267,1.0,4.0,4.0,5.0,5.0,-0.78400350881023684
dog_pic_1.jpg,20.0,2.1000000000000001,1.1192102478745307,1.0,1.0,2.0,3.0,4.0,-0.87453595139383833,21.0,4.7619047619047619,0.88908727944796839,1.0,5.0,5.0,5.0,5.0,0.46233462011427062
dog_pic_10.jpg,5.0,2.2000000000000002,1.3038404810405297,1.0,1.0,2.0,3.0,4.0,-0.77893890407548338,9.0,4.666666666666667,0.70710678118654757,3.0,5.0,5.0,5.0,5.0,0.31570660494668196
dog_pic_12.jpg,20.0,3.8999999999999999,1.0711528467275957,2.0,3.0,4.0,5.0,5.0,0.84621090033654922,21.0,4.666666666666667,0.91287092917527735,1.0,5.0,5.0,5.0,5.0,0.31570660494668196
dog_pic_13.jpg,20.0,4.0499999999999998,1.1459310165698637,1.0,3.75,4.0,5.0,5.0,0.98960647131408142,21.0,4.6190476190476186,1.0712698295103098,1.0,5.0,5.0,5.0,5.0,0.24239259736288629
dog_pic_15.jpg,20.0,2.6000000000000001,1.1876558069531231,1.0,1.75,3.0,4.0,4.0,-0.39655071480206394,21.0,4.2380952380952381,1.3001831372834327,1.0,4.0,5.0,5.0,5.0,-0.34411946330746962
dog_pic_16.jpg,15.0,3.2000000000000002,1.3732131246511905,1.0,2.0,3.0,4.5,5.0,0.17703156910806536,12.0,4.416666666666667,1.1645001528813146,2.0,4.75,5.0,5.0,5.0,-0.069191934868239546
dog_pic_18.jpg,15.0,3.2000000000000002,1.3732131246511905,1.0,2.0,3.0,4.0,5.0,0.17703156910806536,12.0,4.583333333333333,1.1645001528813146,1.0,5.0,5.0,5.0,5.0,0.18740709167504055
dog_pic_2.jpg,5.0,2.2000000000000002,1.0954451150103324,1.0,2.0,2.0,2.0,4.0,-0.77893890407548338,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.82890465803324354
dog_pic_3.jpg,5.0,2.3999999999999999,1.1401754250991378,1.0,2.0,2.0,3.0,4.0,-0.58774480943877383,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.82890465803324354
dog_pic_6.jpg,5.0,2.0,0.70710678118654757,1.0,2.0,2.0,2.0,3.0,-0.97013299871219327,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.82890465803324354
key_pic_1.jpg,5.0,2.7999999999999998,1.4832396974191324,1.0,2.0,3.0,3.0,5.0,-0.20535662016535447,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.82890465803324354
key_pic_2.jpg,20.0,3.4500000000000002,1.3168942730211066,1.0,2.75,4.0,4.25,5.0,0.41602418740395253,21.0,4.9047619047619051,0.436435780471984,3.0,5.0,5.0,5.0,5.0,0.68227664286565493
key_pic_3.jpg,20.0,4.8499999999999996,0.4893604849295935,3.0,5.0,5.0,5.0,5.0,1.7543828498609202,21.0,4.7619047619047619,0.538958431120796,3.0,5.0,5.0,5.0,5.0,0.46233462011427062
key_pic_4.jpg,20.0,2.3999999999999999,1.3917047478769187,1.0,1.0,2.0,3.25,5.0,-0.58774480943877383,21.0,4.5238095238095237,0.74960306956732914,2.0,4.0,5.0,5.0,5.0,0.095764582195297668
key_pic_5.jpg,20.0,3.3500000000000001,1.2680278927697552,1.0,2.75,3.5,4.0,5.0,0.32042714008559758,21.0,3.0952380952380953,1.5461164867099082,1.0,2.0,3.0,5.0,5.0,-2.1036556453185393
scissors_pic_1.jpg,5.0,2.2000000000000002,0.44721359549995815,2.0,2.0,2.0,2.0,3.0,-0.77893890407548338,9.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.82890465803324354
scissors_pic_2.jpg,20.0,2.5,1.1920791213585393,1.0,1.75,2.5,3.0,5.0,-0.49214776212041889,21.0,4.9523809523809526,0.21821789023599361,4.0,5.0,5.0,5.0,5.0,0.75559065044944929
scissors_pic_3.jpg,20.0,4.25,0.91046546800032602,2.0,4.0,4.5,5.0,5.0,1.1808005659507914,21.0,3.9523809523809526,1.1169686869465267,1.0,3.0,4.0,5.0,5.0,-0.78400350881023684
scissors_pic_4.jpg,20.0,4.4000000000000004,0.94032469196325486,2.0,4.0,5.0,5.0,5.0,1.3241961369283239,21.0,4.0952380952380949,0.83094896983881616,2.0,4.0,4.0,5.0,5.0,-0.56406148605885387
scissors_pic_5.jpg,5.0,2.3999999999999999,1.51657508881031,1.0,1.0,2.0,4.0,4.0,-0.58774480943877383,9.0,4.7777777777777777,0.44095855184409666,4.0,5.0,5.0,5.0,5.0,0.48677262264220206
scissors_pic_6.jpg,20.0,2.2000000000000002,1.0563093645728086,1.0,1.75,2.0,3.0,5.0,-0.77893890407548338,21.0,4.5238095238095237,0.74960306956732914,3.0,4.0,5.0,5.0,5.0,0.095764582195297668
scissors_pic_7.jpg,15.0,1.8,0.67612340378281321,1.0,1.0,2.0,2.0,3.0,-1.1613270933489031,12.0,2.6666666666666665,1.3706888336846839,1.0,2.0,2.0,3.25,5.0,-2.7634817135726908
scissors_pic_8.jpg,15.0,2.4666666666666668,1.1872336794093274,1.0,1.0,3.0,3.0,4.0,-0.52401344455987042,12.0,4.416666666666667,1.1645001528813146,1.0,4.0,5.0,5.0,5.0,-0.069191934868239546
